variable,year,value,unit
dryso2,2001,3.9630732879103824e-13,kg m-2 s-1
dryso2,2002,4.207037314641646e-13,kg m-2 s-1
dryso2,2003,4.555983576071573e-13,kg m-2 s-1
dryso2,2004,5.22050718007691e-13,kg m-2 s-1
