variable,year,value,unit
wetbc,2000,-2.1724961234643146e-16,kg m-2 s-1
wetbc,2001,1.3562293020754367e-16,kg m-2 s-1
wetbc,2002,8.866546838638654e-18,kg m-2 s-1
wetbc,2003,-8.335681397587594e-17,kg m-2 s-1
wetbc,2004,-5.708749372206739e-17,kg m-2 s-1
