variable,year,value,unit
rsdt,2001,-4.298579444695779e-08,W m-2
rsdt,2002,5.2363176472848943e-08,W m-2
rsdt,2003,6.018215285430192e-08,W m-2
rsdt,2004,1.0267110683645443e-07,W m-2
