variable,year,value,unit
emiso2,2001,-5.165307615828785e-06,kg m-2 s-1
emiso2,2002,-1.3024895212726342e-05,kg m-2 s-1
emiso2,2003,1.2673447380050312e-05,kg m-2 s-1
emiso2,2004,9.801392726101022e-06,kg m-2 s-1
