variable,year,value,unit
dryso2,2001,-6.945657032983038e-14,kg m-2 s-1
dryso2,2002,-6.92923677275405e-14,kg m-2 s-1
dryso2,2003,-7.045181138407823e-14,kg m-2 s-1
dryso2,2004,-7.454968581803378e-14,kg m-2 s-1
