variable,year,value,unit
drybc,2000,0.020820724,kg m-2 s-1
drybc,2001,-0.030812226,kg m-2 s-1
drybc,2002,-0.003373417,kg m-2 s-1
drybc,2003,-0.03213997,kg m-2 s-1
drybc,2004,-0.019987462,kg m-2 s-1
