"","models","slopes","intercepts","r_squared"
"1","CAM-ATRAS",2.60895136433179,1.00478676471307e-08,0.988019047484122
"2","CESM1",2.04611052538287,-7.30147960129045e-09,0.996226894547989
"3","E3SM",1.98902593627104,-2.68812992891182e-09,0.989855527123788
"4","GFDL-ESM4",2.05178740376686,2.28126754942375e-08,0.991676781170775
"5","GISS-E2.1",1.70346996300592,3.67631725368973e-09,0.991120152530861
"6","NorESM2",2.59659558655144,-2.95642213162969e-09,0.983176568628254
