"","models","slopes","intercepts","r_squared"
"1","CAM-ATRAS",-1865532.27382923,-0.00835121779509735,0.995487308621245
"2","CESM1",-1003212.90724879,0.0416491609616074,0.989325065188298
"3","E3SM",-814136.663836367,0.0053592258270762,0.994242036809755
"4","GFDL-ESM4",-921210.397639581,-0.00272048794112778,0.733378346345071
"5","GISS-E2.1",-1512131.34047093,-0.0230976655700801,0.960547724574745
"6","NorESM2",-1575082.51565531,-0.00198587214942061,0.859970652897681
