variable,year,value,unit
dryso4,2001,-4.105495545489924e-14,kg m-2 s-1
dryso4,2002,-4.0095464438122956e-14,kg m-2 s-1
dryso4,2003,-4.060778247459495e-14,kg m-2 s-1
dryso4,2004,-4.1890098608838915e-14,kg m-2 s-1
