variable,year,value,unit
wetso2,2000,3.2713677227872394e-18,kg m-2 s-1
wetso2,2001,8.642144725305702e-18,kg m-2 s-1
wetso2,2002,1.963818430904343e-17,kg m-2 s-1
wetso2,2003,1.1340519606738055e-17,kg m-2 s-1
wetso2,2004,1.312252629953676e-17,kg m-2 s-1
