variable,year,value,unit
dryso4,2000,1.556175930725705,kg m-2 s-1
dryso4,2001,1.3634518893072407,kg m-2 s-1
dryso4,2002,1.4649385370084993,kg m-2 s-1
dryso4,2003,1.6051835029238657,kg m-2 s-1
dryso4,2004,1.4557852693816073,kg m-2 s-1
