variable,year,value,unit
drybc,2000,-0.021409663006529977,kg m-2 s-1
drybc,2001,-0.045140048421371745,kg m-2 s-1
drybc,2002,-0.004001918116085639,kg m-2 s-1
drybc,2003,-0.03906002561634705,kg m-2 s-1
drybc,2004,-0.0043623874179092035,kg m-2 s-1
