variable,year,value,unit
dryso4,2000,-2.1186513480860754e-14,kg m-2 s-1
dryso4,2001,-2.098754719001646e-14,kg m-2 s-1
dryso4,2002,-2.0521321019784763e-14,kg m-2 s-1
dryso4,2003,-2.2799864670705887e-14,kg m-2 s-1
dryso4,2004,-2.2817715228914067e-14,kg m-2 s-1
