variable,year,value,unit
rsut,2000,0.0061252080056075076,W m-2
rsut,2001,0.13300784245903838,W m-2
rsut,2002,0.05389328752035168,W m-2
rsut,2003,0.09643067153222587,W m-2
rsut,2004,0.181126540903738,W m-2
