variable,year,value,unit
dryso4,2001,-2.1067221849899225,kg m-2 s-1
dryso4,2002,-1.9292396101445952,kg m-2 s-1
dryso4,2003,-2.1288017041475134,kg m-2 s-1
dryso4,2004,-1.9768875394994172,kg m-2 s-1
