variable,year,value,unit
wetso4,2000,7.455563707522916e-12,kg m-2 s-1
wetso4,2001,7.676395451315997e-12,kg m-2 s-1
wetso4,2002,7.596807199642909e-12,kg m-2 s-1
wetso4,2003,7.2293084510396565e-12,kg m-2 s-1
wetso4,2004,7.684914312096548e-12,kg m-2 s-1
