variable,year,value,unit
emibc,2000,-2.869246838320554e-20,kg m-2 s-1
emibc,2001,-9.99384735014452e-21,kg m-2 s-1
emibc,2002,-8.197583326295961e-21,kg m-2 s-1
emibc,2003,-1.025502907320006e-20,kg m-2 s-1
emibc,2004,-6.376065532367353e-20,kg m-2 s-1
