variable,year,value,unit
loadbc,2000,0.12977492123772322,kg m-2
loadbc,2001,0.13055153942747405,kg m-2
loadbc,2002,0.5104704937763834,kg m-2
loadbc,2003,-0.3718147385350113,kg m-2
loadbc,2004,-0.14653579362957897,kg m-2
