variable,year,value,unit
clivi,2000,-0.09886137818348431,kg m-2
clivi,2001,-0.27727630433922573,kg m-2
clivi,2002,-0.20779584829060388,kg m-2
clivi,2003,-0.142084982148356,kg m-2
clivi,2004,-0.2707075140093916,kg m-2
