"","region","mean","sd"
"1","global",0.0752665922,0.35048275441139
"2","NH_atlantic",0.179924674854878,0.722803522329074
"3","NH_pacific",0.0849078838343887,1.40610397604473
"4","NH_indian",0.0760839848758682,2.78787958094735
"5","land",0.0358869263621902,1.03163457015315
"6","sea",0.0875819415713693,0.391339046382923
