variable,year,value,unit
emibc,2000,2.1672897171099966e-09,kg m-2 s-1
emibc,2001,3.236243220181935e-08,kg m-2 s-1
emibc,2002,2.012477828630498e-09,kg m-2 s-1
emibc,2003,2.7530237041822187e-08,kg m-2 s-1
emibc,2004,5.674458198263426e-08,kg m-2 s-1
