variable,year,value,unit
loadso4,2000,-5.180104558752403e-08,kg m-2
loadso4,2001,-7.852589473080339e-08,kg m-2
loadso4,2002,-8.760991115631937e-08,kg m-2
loadso4,2003,-7.012620352766833e-08,kg m-2
loadso4,2004,-6.903998580776216e-08,kg m-2
