variable,year,value,unit
rlutcs,2000,0.004322773516889811,W m-2
rlutcs,2001,0.0024813836143380286,W m-2
rlutcs,2002,0.004814524990706559,W m-2
rlutcs,2003,-0.004781091375946289,W m-2
rlutcs,2004,-0.001984380206010883,W m-2
rlutcs,2005,0.008352929263310216,W m-2
rlutcs,2006,-0.0025739480191759867,W m-2
rlutcs,2007,-0.003121899105281045,W m-2
rlutcs,2008,0.010537679114349885,W m-2
rlutcs,2009,0.008989041835093303,W m-2
