variable,year,value,unit
dryso4,2000,-7.813400379308646e-16,kg m-2 s-1
dryso4,2001,-2.6971450005092193e-16,kg m-2 s-1
dryso4,2002,-1.2234799764992135e-15,kg m-2 s-1
dryso4,2003,-9.680500239233922e-16,kg m-2 s-1
dryso4,2004,-3.9144646337605363e-16,kg m-2 s-1
