variable,year,value,unit
wetso2,2000,-0.5471808040197109,kg m-2 s-1
wetso2,2001,-0.5447359426428494,kg m-2 s-1
wetso2,2002,-0.6978519447441764,kg m-2 s-1
wetso2,2003,-1.0463733318541408,kg m-2 s-1
wetso2,2004,-0.5151105209707195,kg m-2 s-1
