variable,year,value,unit
wetbc,2000,6.308428989199572e-17,kg m-2 s-1
wetbc,2001,8.641621353444023e-16,kg m-2 s-1
wetbc,2002,-2.4247474116376306e-15,kg m-2 s-1
wetbc,2003,2.0046662427725086e-16,kg m-2 s-1
wetbc,2004,-1.7293077522829154e-15,kg m-2 s-1
