variable,year,value,unit
so2,2000,-9.332574281777894e-12,mol mol-1
so2,2001,-9.542792309419067e-12,mol mol-1
so2,2002,-8.662529383609383e-12,mol mol-1
so2,2003,-9.116248905933062e-12,mol mol-1
so2,2004,-8.906947587922317e-12,mol mol-1
