"","variable","model","experiment","value","sd"
"312","mmrbc","CAM-ATRAS","shp_60p_red_1950",-8.77169963496619e-15,8.13846648692207e-14
"313","mmrbc","CESM1","shp_60p_red_1950",-1.62310937308129e-14,5.05288406835263e-14
"314","mmrbc","GISS-E2.1","shp_60p_red_1950",-2.83058654834203e-15,1.33243991664849e-14
"315","mmrbc","NorESM2","shp_60p_red_1950",3.99932298871761e-15,3.74158728362504e-14
"316","mmrso4","CAM-ATRAS","shp_60p_red_1950",-1.61692901500456e-11,2.13599933696859e-12
"317","mmrso4","CESM1","shp_60p_red_1950",-1.54933902710612e-11,1.07558109042165e-12
"318","mmrso4","E3SM","shp_60p_red_1950",-1.21112471947399e-11,4.90416455611151e-13
"319","mmrso4","GISS-E2.1","shp_60p_red_1950",-1.07575507775822e-11,1.21862331076746e-12
"320","mmrso4","NorESM2","shp_60p_red_1950",-7.30318253278005e-12,5.38171750310921e-13
"321","od550aer","CAM-ATRAS","shp_60p_red_1950",-0.0002218639591718,0.000159482493589371
"322","od550aer","E3SM","shp_60p_red_1950",-0.000358304131429785,0.000125880997077104
"323","od550aer","GFDL-ESM4","shp_60p_red_1950",-0.000502150937319523,5.88860643191926e-05
"324","od550aer","GISS-E2.1","shp_60p_red_1950",-0.000697381003206363,8.72016349339358e-05
"325","rlut","CAM-ATRAS","shp_60p_red_1950",-0.00435228730705148,0.0241900541653755
"326","rlut","E3SM","shp_60p_red_1950",-0.0263543723323892,0.0135530722575272
"327","rlut","GFDL-ESM4","shp_60p_red_1950",-0.0128127019501733,0.0613400523690122
"328","rlut","GISS-E2.1","shp_60p_red_1950",-0.0134744108893642,0.0165036294592826
"329","rlut","NorESM2","shp_60p_red_1950",0.0517491038899152,0.0662833178749459
"330","rlutcs","CAM-ATRAS","shp_60p_red_1950",0.00464755184044634,0.00909052619405902
"331","rlutcs","E3SM","shp_60p_red_1950",-0.00201701616473429,0.010241395550489
"332","rlutcs","GFDL-ESM4","shp_60p_red_1950",0.00106476268148299,0.0162418455704982
"333","rlutcs","GISS-E2.1","shp_60p_red_1950",-0.00298201608225099,0.00711414430472088
"334","rlutcs","NorESM2","shp_60p_red_1950",0.0116424605857787,0.0165535797396333
"335","rsdt","CAM-ATRAS","shp_60p_red_1950",1.55387442646315e-07,3.64550715453909e-07
"336","rsdt","CESM1","shp_60p_red_1950",0,0
"337","rsdt","E3SM","shp_60p_red_1950",0,0
"338","rsdt","GFDL-ESM4","shp_60p_red_1950",0,0
"339","rsdt","GISS-E2.1","shp_60p_red_1950",0,0
"340","rsdt","NorESM2","shp_60p_red_1950",1.87107241345075e-07,1.25473438140833e-07
"341","rsut","CAM-ATRAS","shp_60p_red_1950",0.145566549747537,0.0343672555877609
"342","rsut","E3SM","shp_60p_red_1950",0.0798343863775472,0.0484962341185752
"343","rsut","GFDL-ESM4","shp_60p_red_1950",0.0639412855868812,0.0712120694579336
"344","rsut","GISS-E2.1","shp_60p_red_1950",0.0425710911251997,0.0291687243033282
"345","rsut","NorESM2","shp_60p_red_1950",0.00746766705505308,0.0622990639064794
"346","rsutcs","CAM-ATRAS","shp_60p_red_1950",0.00852516299801351,0.00500996744005641
"347","rsutcs","E3SM","shp_60p_red_1950",0.0122172026311404,0.00411793629022533
"348","rsutcs","GFDL-ESM4","shp_60p_red_1950",0.0137312886096723,0.00273754780481654
"349","rsutcs","GISS-E2.1","shp_60p_red_1950",0.023590351972129,0.00213952742014278
"350","rsutcs","NorESM2","shp_60p_red_1950",0.00957113447371682,0.00382338873697253
"351","so2","CAM-ATRAS","shp_60p_red_1950",-9.7319988228253e-12,5.00115527979312e-13
"352","so2","CESM1","shp_60p_red_1950",-1.23416494624333e-11,7.07746209252892e-13
"353","so2","GISS-E2.1","shp_60p_red_1950",-7.17031861740314e-12,1.55197413719019e-13
"354","so2","NorESM2","shp_60p_red_1950",-6.97444783636231e-12,5.41935733699246e-13
"355","srfdms","E3SM","shp_60p_red_1950",6.66746113284483e-14,7.17641643746299e-14
"356","wetbc","CAM-ATRAS","shp_60p_red_1950",-1.41948102978301e-16,5.75346315965937e-16
"357","wetbc","E3SM","shp_60p_red_1950",8.26775452186444e-17,1.72067122568893e-16
"358","wetbc","GFDL-ESM4","shp_60p_red_1950",3.66149080258893e-16,3.64829713321166e-16
"359","wetbc","GISS-E2.1","shp_60p_red_1950",-1.0772150367788e-17,1.11903416883682e-16
"360","wetbc","NorESM2","shp_60p_red_1950",9.77109801819046e-17,1.9952394445502e-16
"361","wetso2","CAM-ATRAS","shp_60p_red_1950",-2.50278335618429e-14,2.88261895122018e-15
"362","wetso2","GFDL-ESM4","shp_60p_red_1950",-2.81328135610642e-14,1.89110329907072e-15
"363","wetso2","NorESM2","shp_60p_red_1950",-3.22848216801886e-14,2.86126073796299e-15
"364","wetso4","CAM-ATRAS","shp_60p_red_1950",-1.56380914874765e-13,6.24772795709013e-15
"365","wetso4","E3SM","shp_60p_red_1950",-9.58192533670368e-14,3.74754743848463e-15
"366","wetso4","GISS-E2.1","shp_60p_red_1950",-1.16824286215712e-13,5.63114965201362e-15
"367","wetso4","NorESM2","shp_60p_red_1950",-5.97928483450522e-14,7.96078775959434e-15
"368","cl","CAM-ATRAS","shp_atl_shift",-0.00793347123905797,0.0155875349031162
"369","cl","CESM1","shp_atl_shift",-0.00753316988266111,0.00499075623074493
"370","cl","GISS-E2.1","shp_atl_shift",0.0148020587845227,0.0252723770019673
"371","clivi","CAM-ATRAS","shp_atl_shift",-1.21027037426925e-06,3.58491632915002e-06
"372","clivi","CESM1","shp_atl_shift",-3.07210633662607e-05,2.04657280327322e-05
"373","clivi","E3SM","shp_atl_shift",-2.84545150102046e-05,2.1063223998852e-05
"374","clivi","GFDL-ESM4","shp_atl_shift",-4.71542183564336e-05,0.000126252193964251
"375","clivi","GISS-E2.1","shp_atl_shift",-0.000208606252355548,0.000762112503704201
"376","clivi","NorESM2","shp_atl_shift",3.73775909314041e-05,3.91759072971145e-05
"377","clt","CAM-ATRAS","shp_atl_shift",-0.0292273320654743,0.0336122198581968
"378","clt","CESM1","shp_atl_shift",-0.0268205456041756,0.0129115285677326
"379","clt","E3SM","shp_atl_shift",-0.0226661388491351,0.0350450304921494
"380","clt","GISS-E2.1","shp_atl_shift",0.00250094638212488,0.00929989697259742
"381","clt","NorESM2","shp_atl_shift",0.0400508250989063,0.0328277953804549
"382","cltc","E3SM","shp_atl_shift",0,0
"383","cltc","GFDL-ESM4","shp_atl_shift",-0.000898436099932898,0.000503469276712911
"384","cltc","GISS-E2.1","shp_atl_shift",-0.00295768043820814,0.0123098856368604
"385","dms","CAM-ATRAS","shp_atl_shift",-2.26895082363242e-13,1.18821941344474e-13
"386","dms","CESM1","shp_atl_shift",0,0
"387","dms","GFDL-ESM4","shp_atl_shift",-2.05528543349764e-13,8.33614861591877e-14
"388","dms","GISS-E2.1","shp_atl_shift",-2.35457328981883e-14,3.77845848284984e-14
"389","dms","NorESM2","shp_atl_shift",1.7946724522967e-14,7.29832579227734e-14
"390","drybc","CAM-ATRAS","shp_atl_shift",-2.2214714688762e-18,2.92327272816032e-17
"391","drybc","CESM1","shp_atl_shift",8.61383992817932e-17,1.18816982678179e-16
"392","drybc","E3SM","shp_atl_shift",8.78505800535216e-17,6.5344743766752e-17
"393","drybc","GFDL-ESM4","shp_atl_shift",6.22334084632984e-17,2.19060887996008e-16
"394","drybc","GISS-E2.1","shp_atl_shift",5.28944647951351e-18,4.66458812358293e-17
"395","drybc","NorESM2","shp_atl_shift",8.84089365699843e-18,4.70653973390589e-17
"396","dryso2","CAM-ATRAS","shp_atl_shift",-2.21054666988371e-13,1.25003890631594e-14
"397","dryso2","E3SM","shp_atl_shift",-2.92305515751095e-13,1.26344405192011e-14
"398","dryso2","GFDL-ESM4","shp_atl_shift",-2.86701300483938e-13,1.40615791880286e-14
"399","dryso2","GISS-E2.1","shp_atl_shift",-4.36545830327171e-13,1.71383884098674e-14
"400","dryso2","NorESM2","shp_atl_shift",-4.42944003478162e-13,3.70730826784412e-14
"401","dryso4","CAM-ATRAS","shp_atl_shift",-7.88900370584456e-14,3.82499689850266e-15
"402","dryso4","CESM1","shp_atl_shift",-7.07430394772375e-14,2.64654452688823e-15
"403","dryso4","E3SM","shp_atl_shift",-5.36719404496808e-14,1.84085301257651e-15
"404","dryso4","GISS-E2.1","shp_atl_shift",-3.29465528855125e-14,1.60260758881546e-15
"405","dryso4","NorESM2","shp_atl_shift",-4.38871245151176e-14,3.68465007081685e-15
"406","emibc","CAM-ATRAS","shp_atl_shift",-7.01846112990297e-22,5.70906337633766e-22
"407","emibc","CESM1","shp_atl_shift",8.04491137712861e-22,1.86467178264681e-21
"408","emibc","E3SM","shp_atl_shift",-1.42336618118206e-20,1.46633427753133e-20
"409","emibc","GFDL-ESM4","shp_atl_shift",-2.11497385377114e-21,2.87013235217807e-21
"410","emibc","GISS-E2.1","shp_atl_shift",0,0
"411","emibc","NorESM2","shp_atl_shift",-4.7344831698257e-22,5.44192446910128e-22
"412","emiso2","CAM-ATRAS","shp_atl_shift",-6.10561556046751e-13,2.42748568907466e-14
"413","emiso2","CESM1","shp_atl_shift",-6.08010748963542e-13,2.42033199235643e-14
"414","emiso2","E3SM","shp_atl_shift",-6.19524968889294e-13,2.46607717338817e-14
"415","emiso2","GFDL-ESM4","shp_atl_shift",-6.33442012263631e-13,2.52844050482194e-14
"416","emiso2","GISS-E2.1","shp_atl_shift",-6.04453296521562e-13,2.4246597837995e-14
"417","emiso2","NorESM2","shp_atl_shift",-6.47697632347861e-13,5.43366788702384e-14
"418","loadbc","CAM-ATRAS","shp_atl_shift",-1.71341320170073e-10,1.4869560629465e-10
"419","loadbc","NorESM2","shp_atl_shift",2.92588164769748e-11,1.2560936614445e-10
"420","loadso2","CAM-ATRAS","shp_atl_shift",-3.52740342480809e-08,2.33159498661421e-09
"421","loadso2","NorESM2","shp_atl_shift",-1.41005520082873e-08,1.84146444635643e-09
"422","loadso4","CAM-ATRAS","shp_atl_shift",-6.23253691942149e-08,2.22821822559827e-09
"423","loadso4","CESM1","shp_atl_shift",-7.78315693205346e-08,6.40949002923347e-09
"424","loadso4","GFDL-ESM4","shp_atl_shift",-5.31025779674887e-08,1.31838635387684e-08
"425","loadso4","GISS-E2.1","shp_atl_shift",-3.91163843748102e-08,2.5171043966651e-09
"426","loadso4","NorESM2","shp_atl_shift",-3.4158332189077e-08,6.86872866755063e-09
"427","mmrbc","CAM-ATRAS","shp_atl_shift",-4.87716683351019e-14,6.13918787397821e-14
"428","mmrbc","CESM1","shp_atl_shift",1.63543959523842e-14,5.2933853004203e-14
"429","mmrbc","GISS-E2.1","shp_atl_shift",1.34343817314387e-14,4.10708962962819e-14
"430","mmrbc","NorESM2","shp_atl_shift",-7.96407392076153e-15,4.68921435859807e-14
"431","mmrso4","CAM-ATRAS","shp_atl_shift",-4.36065424535205e-11,2.63890595814311e-12
"432","mmrso4","CESM1","shp_atl_shift",-3.98145840839033e-11,1.67094796551968e-12
"433","mmrso4","GISS-E2.1","shp_atl_shift",-2.84831543361576e-11,1.49782895923889e-12
"434","mmrso4","NorESM2","shp_atl_shift",-1.7722876413131e-11,2.07891800630193e-12
"435","od550aer","CAM-ATRAS","shp_atl_shift",-0.000428431554764161,6.31464650238645e-05
"436","od550aer","CESM1","shp_atl_shift",-0.000880616334595896,0.000157292993085381
"437","od550aer","E3SM","shp_atl_shift",-0.0007064433648927,0.000103662071505933
"438","od550aer","GFDL-ESM4","shp_atl_shift",-0.00093243762336605,0.000294916336212098
"439","od550aer","GISS-E2.1","shp_atl_shift",-0.00156509753430565,6.20583961495457e-05
"440","rlut","CAM-ATRAS","shp_atl_shift",-0.0191524068805506,0.020713262022215
"441","rlut","CESM1","shp_atl_shift",-0.0824366819122986,0.047313755114005
"442","rlut","E3SM","shp_atl_shift",-0.0569695607938627,0.0496232439331509
"443","rlut","GFDL-ESM4","shp_atl_shift",-0.0692227201299545,0.0476417555295859
"444","rlut","GISS-E2.1","shp_atl_shift",-0.00520971457204951,0.0176629525406612
"445","rlut","NorESM2","shp_atl_shift",0.036292428997308,0.0308664334212999
"446","rlutcs","CAM-ATRAS","shp_atl_shift",-0.00299174571240428,0.00890800132440487
"447","rlutcs","CESM1","shp_atl_shift",-0.0242352346799294,0.0185170669952575
"448","rlutcs","E3SM","shp_atl_shift",-0.0119995955224113,0.0146204961873148
"449","rlutcs","GFDL-ESM4","shp_atl_shift",-0.00402029295954662,0.0151829514822449
"450","rlutcs","GISS-E2.1","shp_atl_shift",-0.000901256626150371,0.00437719866723222
"451","rlutcs","NorESM2","shp_atl_shift",-0.00603692733238859,0.00505075964685764
"452","rsdt","CAM-ATRAS","shp_atl_shift",2.03595504899567e-08,2.36093718954254e-07
"453","rsdt","CESM1","shp_atl_shift",0,0
"454","rsdt","E3SM","shp_atl_shift",0,0
"455","rsdt","GFDL-ESM4","shp_atl_shift",0,0
"456","rsdt","GISS-E2.1","shp_atl_shift",0,0
"457","rsdt","NorESM2","shp_atl_shift",-1.28095837226283e-07,1.29044309860208e-07
"458","rsut","CAM-ATRAS","shp_atl_shift",0.301718700913989,0.0571367984383006
"459","rsut","CESM1","shp_atl_shift",0.271112541180372,0.0367860528082022
"460","rsut","E3SM","shp_atl_shift",0.120092399429393,0.0427686996124786
"461","rsut","GFDL-ESM4","shp_atl_shift",0.0673818290321748,0.0804296986907744
"462","rsut","GISS-E2.1","shp_atl_shift",0.154180725116811,0.0392792488155312
"463","rsut","NorESM2","shp_atl_shift",0.0463832087877023,0.0438995283734142
"464","rsutcs","CAM-ATRAS","shp_atl_shift",0.0152755588850425,0.00220540527907481
"465","rsutcs","CESM1","shp_atl_shift",0.0278031528084043,0.00487627857156487
"466","rsutcs","E3SM","shp_atl_shift",0.0222559711535212,0.00310992991750718
"467","rsutcs","GFDL-ESM4","shp_atl_shift",0.0252908784048344,0.00951808286894199
"468","rsutcs","GISS-E2.1","shp_atl_shift",0.0490399565341946,0.00303906884190738
"469","rsutcs","NorESM2","shp_atl_shift",0.0158833980581093,0.00188257880595046
"470","so2","CAM-ATRAS","shp_atl_shift",-2.99349469712008e-11,1.69892935542157e-12
"471","so2","CESM1","shp_atl_shift",-3.50693480777987e-11,1.49825545734955e-12
"472","so2","GISS-E2.1","shp_atl_shift",-1.7680969700397e-11,7.2101889340331e-13
"473","so2","NorESM2","shp_atl_shift",-1.97349292257259e-11,1.73949855333083e-12
"474","srfdms","E3SM","shp_atl_shift",1.77975196471905e-13,5.89123396398756e-14
"475","wetbc","CAM-ATRAS","shp_atl_shift",-2.56096688881494e-16,6.12043185084168e-16
"476","wetbc","CESM1","shp_atl_shift",-1.76712735533713e-16,1.78665193276887e-16
"477","wetbc","GFDL-ESM4","shp_atl_shift",-6.31784038765509e-17,1.62397933089372e-15
"478","wetbc","GISS-E2.1","shp_atl_shift",5.4114039557892e-17,3.1799842330542e-16
"479","wetbc","NorESM2","shp_atl_shift",-4.76431204201208e-17,3.46780135881215e-16
"480","wetso2","CAM-ATRAS","shp_atl_shift",-7.33537167139007e-14,4.69052007492669e-15
"481","wetso2","GFDL-ESM4","shp_atl_shift",-8.58803171012137e-14,6.09429046585376e-15
"482","wetso2","NorESM2","shp_atl_shift",-9.44292774647786e-14,7.81294605818701e-15
"483","wetso4","CAM-ATRAS","shp_atl_shift",-4.03742156561609e-13,1.07446821635331e-14
"484","wetso4","GISS-E2.1","shp_atl_shift",-2.95522279245242e-13,1.22073038833029e-14
"485","wetso4","NorESM2","shp_atl_shift",-1.43754375932195e-13,1.54208350381939e-14
"486","cl","CAM-ATRAS","shp_ind_shift",-0.0088194797556671,0.0122036401907833
"487","cl","CESM1","shp_ind_shift",-0.00753316988266111,0.00499075623074493
"488","cl","GISS-E2.1","shp_ind_shift",0.0126798536375924,0.00690535205725452
"489","clivi","CAM-ATRAS","shp_ind_shift",-7.03597596843249e-06,4.99693639924618e-06
"490","clivi","CESM1","shp_ind_shift",-3.53704651948578e-05,2.49214262810387e-05
"491","clivi","E3SM","shp_ind_shift",-6.81895983137663e-06,7.10574469564946e-06
"492","clivi","GFDL-ESM4","shp_ind_shift",4.15401745570323e-05,9.82732836141487e-05
"493","clivi","GISS-E2.1","shp_ind_shift",-0.000105456671621601,0.000579791027421069
"494","clivi","NorESM2","shp_ind_shift",1.71990855272468e-05,1.95725744642009e-05
"495","clt","CAM-ATRAS","shp_ind_shift",-0.00965518020194622,0.0275417543472576
"496","clt","CESM1","shp_ind_shift",-0.0549320825549245,0.0749675502898054
"497","clt","E3SM","shp_ind_shift",-0.0141386063909806,0.0435653865860342
"498","clt","GISS-E2.1","shp_ind_shift",-0.00744248145291238,0.0122418640455703
"499","clt","NorESM2","shp_ind_shift",0.0395063408380395,0.0446569043430631
"500","cltc","E3SM","shp_ind_shift",0,0
"501","cltc","GFDL-ESM4","shp_ind_shift",-8.83008790932394e-05,0.00100310794061094
"502","cltc","GISS-E2.1","shp_ind_shift",-0.00123923248237787,0.0111666361681439
"503","dms","CAM-ATRAS","shp_ind_shift",-6.81029566571291e-14,2.59397545881272e-13
"504","dms","GFDL-ESM4","shp_ind_shift",-5.9906054700621e-14,1.75515705365268e-13
"505","dms","GISS-E2.1","shp_ind_shift",-1.22058902256755e-14,3.91041056980745e-14
"506","dms","NorESM2","shp_ind_shift",2.79773749845935e-14,8.11440760327657e-14
"507","drybc","CAM-ATRAS","shp_ind_shift",-9.94231316995998e-18,3.73368581544162e-17
"508","drybc","CESM1","shp_ind_shift",6.57976536369431e-18,1.54282448071244e-16
"509","drybc","E3SM","shp_ind_shift",1.39070762945389e-17,8.22021175595725e-17
"510","drybc","GFDL-ESM4","shp_ind_shift",-1.94749076254324e-16,1.78536172327723e-16
"511","drybc","GISS-E2.1","shp_ind_shift",-2.57410772941859e-18,3.29908513653375e-17
"512","drybc","NorESM2","shp_ind_shift",-3.8001320752233e-17,1.01254974023193e-16
"513","dryso2","CAM-ATRAS","shp_ind_shift",-1.20525642689243e-13,8.04454622173501e-15
"514","dryso2","E3SM","shp_ind_shift",-1.43813068847258e-13,7.38847077805085e-15
"515","dryso2","GFDL-ESM4","shp_ind_shift",-1.75184394508438e-13,1.01832754585301e-14
"516","dryso2","GISS-E2.1","shp_ind_shift",-2.25387795355289e-13,8.70874038637059e-15
"517","dryso2","NorESM2","shp_ind_shift",-2.19046786035509e-13,1.83239570354055e-14
"518","dryso4","CAM-ATRAS","shp_ind_shift",-4.07783087016509e-14,2.49643638477239e-15
"519","dryso4","CESM1","shp_ind_shift",-3.49783102144684e-14,2.51522796657437e-15
"520","dryso4","E3SM","shp_ind_shift",-2.63853370503434e-14,1.8611557130152e-15
"521","dryso4","GISS-E2.1","shp_ind_shift",-1.72469328367186e-14,6.11311824879867e-16
"522","dryso4","NorESM2","shp_ind_shift",-2.1729655462754e-14,2.93811711171713e-15
"523","emibc","CAM-ATRAS","shp_ind_shift",-1.2520656273221e-22,6.66331354611409e-22
"524","emibc","CESM1","shp_ind_shift",-9.07053516318285e-22,3.10706262859337e-21
"525","emibc","E3SM","shp_ind_shift",-1.12710584173806e-21,4.51186941780255e-21
"526","emibc","GFDL-ESM4","shp_ind_shift",1.64609358164175e-21,7.4537982810428e-21
"527","emibc","GISS-E2.1","shp_ind_shift",0,0
"528","emibc","NorESM2","shp_ind_shift",-3.51261043003357e-23,2.51382214364837e-22
"529","emiso2","CAM-ATRAS","shp_ind_shift",-3.05295367173413e-13,1.2136094247161e-14
"530","emiso2","CESM1","shp_ind_shift",-3.04005212180934e-13,1.21028408824935e-14
"531","emiso2","E3SM","shp_ind_shift",-2.88115331153064e-13,1.14688573596995e-14
"532","emiso2","GFDL-ESM4","shp_ind_shift",-3.52277877936582e-13,2.25365649306768e-14
"533","emiso2","GISS-E2.1","shp_ind_shift",-3.02177169949625e-13,1.21988013262304e-14
"534","emiso2","NorESM2","shp_ind_shift",-3.16538519588905e-13,2.65544164382526e-14
"535","loadbc","CAM-ATRAS","shp_ind_shift",-1.5622740452298e-10,1.72689456524177e-10
"536","loadbc","NorESM2","shp_ind_shift",-1.26958341989698e-10,3.39442553237186e-10
"537","loadso2","CAM-ATRAS","shp_ind_shift",-1.89291538246084e-08,1.60661679523277e-09
"538","loadso2","NorESM2","shp_ind_shift",-6.42640625033542e-09,8.25808752751757e-10
"539","loadso4","CAM-ATRAS","shp_ind_shift",-2.48160283314515e-08,2.17123365200501e-09
"540","loadso4","CESM1","shp_ind_shift",-3.27734569213506e-08,4.97034773206534e-09
"541","loadso4","GFDL-ESM4","shp_ind_shift",-8.97446368163279e-09,1.06876248303803e-08
"542","loadso4","GISS-E2.1","shp_ind_shift",-1.26894525881426e-08,4.28486062869703e-09
"543","loadso4","NorESM2","shp_ind_shift",-1.05666023682173e-08,4.43380825504294e-09
"544","mmrbc","CAM-ATRAS","shp_ind_shift",-3.85171559459299e-14,7.89410268128802e-14
"545","mmrbc","CESM1","shp_ind_shift",-2.42085548532621e-14,5.91024956798918e-14
"546","mmrbc","GISS-E2.1","shp_ind_shift",-2.66527719258443e-15,2.14404417858064e-14
"547","mmrbc","NorESM2","shp_ind_shift",-1.18133942567316e-14,5.36232505289201e-14
"548","mmrso4","CAM-ATRAS","shp_ind_shift",-2.26451542939303e-11,1.60586419719459e-12
"549","mmrso4","CESM1","shp_ind_shift",-2.02984069480206e-11,1.49719984381104e-12
"550","mmrso4","GFDL-ESM4","shp_ind_shift",-1.8958669630356e-11,1.88248905264031e-12
"551","mmrso4","GISS-E2.1","shp_ind_shift",-1.49543644538486e-11,5.53741984155631e-13
"552","mmrso4","NorESM2","shp_ind_shift",-8.70185659392714e-12,1.51237093523144e-12
"553","od550aer","CAM-ATRAS","shp_ind_shift",-0.000225030906250553,4.90583948577793e-05
"554","od550aer","CESM1","shp_ind_shift",-0.000490882283028751,0.00016384388824114
"555","od550aer","E3SM","shp_ind_shift",-0.000416910955713895,0.000153964566111415
"556","od550aer","GFDL-ESM4","shp_ind_shift",-0.000112823529224176,0.000189613598017961
"557","od550aer","GISS-E2.1","shp_ind_shift",-0.000788858029140932,7.96852032736653e-05
"558","rlut","CAM-ATRAS","shp_ind_shift",-0.00974788739586074,0.0101578902150439
"559","rlut","CESM1","shp_ind_shift",-0.102790657036502,0.0848761387933925
"560","rlut","E3SM","shp_ind_shift",-0.0124289315846283,0.0414438363449102
"561","rlut","GFDL-ESM4","shp_ind_shift",-0.0452305313564125,0.0397595359529471
"562","rlut","GISS-E2.1","shp_ind_shift",-0.00283207801421099,0.0134246502556195
"563","rlut","NorESM2","shp_ind_shift",0.0422400265209376,0.0359735392236129
"564","rlutcs","CAM-ATRAS","shp_ind_shift",0.00105701526358644,0.00684745469230687
"565","rlutcs","CESM1","shp_ind_shift",-0.0245114178290692,0.0214377046082184
"566","rlutcs","E3SM","shp_ind_shift",0.00768568067787783,0.0171726725605296
"567","rlutcs","GFDL-ESM4","shp_ind_shift",-0.00127395947674813,0.00850096070030383
"568","rlutcs","GISS-E2.1","shp_ind_shift",-0.00179990116819226,0.00498309516463443
"569","rlutcs","NorESM2","shp_ind_shift",-0.00269719831597968,0.0143178808755136
"570","rsdt","CAM-ATRAS","shp_ind_shift",-6.43326529825572e-08,1.36221066215789e-07
"571","rsdt","CESM1","shp_ind_shift",0,0
"572","rsdt","E3SM","shp_ind_shift",0,0
"573","rsdt","GFDL-ESM4","shp_ind_shift",0,0
"574","rsdt","GISS-E2.1","shp_ind_shift",0,0
"575","rsdt","NorESM2","shp_ind_shift",-1.16214346235211e-07,1.91734886013836e-07
"576","rsut","CAM-ATRAS","shp_ind_shift",0.138880534669974,0.0553188725176038
"577","rsut","CESM1","shp_ind_shift",0.164519122337384,0.0765579065854298
"578","rsut","E3SM","shp_ind_shift",0.0848848336801041,0.0486615984961902
"579","rsut","GFDL-ESM4","shp_ind_shift",0.0673818290321748,0.0804296986907744
"580","rsut","GISS-E2.1","shp_ind_shift",0.0677395007233486,0.0663721208356808
"581","rsut","NorESM2","shp_ind_shift",0.00640068225080199,0.0409851913515688
"582","rsutcs","CAM-ATRAS","shp_ind_shift",0.0080249605892817,0.00161187019547476
"583","rsutcs","CESM1","shp_ind_shift",0.0155586705392651,0.0050431746037785
"584","rsutcs","E3SM","shp_ind_shift",0.0130604008772366,0.00437203865303515
"585","rsutcs","GFDL-ESM4","shp_ind_shift",0.000734253739716451,0.00649411953818464
"586","rsutcs","GISS-E2.1","shp_ind_shift",0.0239065123820367,0.00240260770747251
"587","rsutcs","NorESM2","shp_ind_shift",0.00740291972127665,0.00167984672070151
"588","so2","CAM-ATRAS","shp_ind_shift",-1.5730394823007e-11,1.1250256745843e-12
"589","so2","CESM1","shp_ind_shift",-1.77092275149007e-11,8.03325963354202e-13
"590","so2","GFDL-ESM4","shp_ind_shift",-1.41583912098943e-11,8.31724626941729e-13
"591","so2","GISS-E2.1","shp_ind_shift",-9.33540986211274e-12,3.59447896317331e-13
"592","so2","NorESM2","shp_ind_shift",-9.46992774681374e-12,8.2780184588723e-13
"593","wetbc","CAM-ATRAS","shp_ind_shift",-1.74702781671035e-16,5.13236134043916e-16
"594","wetbc","CESM1","shp_ind_shift",-3.02208775462372e-16,3.62639703035041e-16
"595","wetbc","E3SM","shp_ind_shift",-1.81269281193236e-16,7.54258399081236e-17
"596","wetbc","GFDL-ESM4","shp_ind_shift",-3.71646449796206e-16,6.52608678873755e-16
"597","wetbc","GISS-E2.1","shp_ind_shift",4.02749384766901e-17,5.11210197765475e-16
"598","wetbc","NorESM2","shp_ind_shift",-1.84867888012046e-16,2.63779890605416e-16
"599","wetso2","CAM-ATRAS","shp_ind_shift",-3.91920564343432e-14,4.19128300448751e-15
"600","wetso2","GFDL-ESM4","shp_ind_shift",-5.40227961179996e-14,2.52018277026518e-15
"601","wetso2","NorESM2","shp_ind_shift",-4.43501183573627e-14,2.83156987865496e-15
"602","wetso4","CAM-ATRAS","shp_ind_shift",-2.0315552803476e-13,4.61730089484125e-15
"603","wetso4","CESM1","shp_ind_shift",-1.65153943354888e-13,6.70947185562731e-15
"604","wetso4","E3SM","shp_ind_shift",-9.61685774555713e-14,5.60650787122221e-15
"605","wetso4","GISS-E2.1","shp_ind_shift",-1.4672406865667e-13,5.06906686887624e-15
"606","wetso4","NorESM2","shp_ind_shift",-6.22532739815253e-14,1.16689311640958e-14
"607","cl","CAM-ATRAS","shp_atl_shift_1950",0.000558607384535748,0.00529631889345072
"608","cl","CESM1","shp_atl_shift_1950",0.000878569172304999,0.0172352597345629
"609","cl","GISS-E2.1","shp_atl_shift_1950",-0.0109373712304496,0.014006454768407
"610","clivi","CAM-ATRAS","shp_atl_shift_1950",-9.35507697055749e-07,1.0321235137415e-05
"611","clivi","CESM1","shp_atl_shift_1950",-5.01636395468276e-06,1.23180828274345e-05
"612","clivi","E3SM","shp_atl_shift_1950",-5.41608982606578e-06,1.59054076447545e-05
"613","clivi","GFDL-ESM4","shp_atl_shift_1950",-3.50636111011382e-05,0.000107497732089706
"614","clivi","GISS-E2.1","shp_atl_shift_1950",-0.000300610334599755,0.000317266526145011
"615","clivi","NorESM2","shp_atl_shift_1950",2.30570330019095e-05,2.35522336504099e-05
"616","clt","CAM-ATRAS","shp_atl_shift_1950",-0.0295460225483993,0.0443804157811186
"617","clt","CESM1","shp_atl_shift_1950",-0.0221096340638084,0.0658021643435591
"618","clt","E3SM","shp_atl_shift_1950",-0.0261499890822932,0.0738196174878878
"619","clt","GISS-E2.1","shp_atl_shift_1950",0.00556704061158939,0.0358091460004183
"620","clt","NorESM2","shp_atl_shift_1950",0.0159710024301901,0.0434187346199545
"621","cltc","GFDL-ESM4","shp_atl_shift_1950",-0.000285081209111304,0.00140734768157588
