"","variable","model","experiment","value","sd"
"313","mmrbc","CAM-ATRAS","shp_60p_red_1950",-8.08910124300068e-14,7.62360029644704e-14
"314","mmrbc","CESM1","shp_60p_red_1950",-2.84048725654954e-14,3.33024177620828e-14
"315","mmrbc","GISS-E2.1","shp_60p_red_1950",-6.79081249324228e-15,7.61376226969538e-14
"316","mmrbc","NorESM2","shp_60p_red_1950",-3.07894334577816e-14,8.4003598878144e-14
"317","mmrso4","CAM-ATRAS","shp_60p_red_1950",-4.15657158185521e-11,2.96613507410878e-12
"318","mmrso4","CESM1","shp_60p_red_1950",-3.53566570975291e-11,1.27843237690708e-12
"319","mmrso4","E3SM","shp_60p_red_1950",-2.57562755220999e-11,9.87426293683106e-13
"320","mmrso4","GISS-E2.1","shp_60p_red_1950",-2.58046192125223e-11,1.46684981849552e-12
"321","mmrso4","NorESM2","shp_60p_red_1950",-1.75316381244554e-11,1.27728763565609e-12
"322","od550aer","CAM-ATRAS","shp_60p_red_1950",-0.000590803566825254,7.75557977842375e-05
"323","od550aer","E3SM","shp_60p_red_1950",-0.000626100684963493,0.000115925897810233
"324","od550aer","GFDL-ESM4","shp_60p_red_1950",-0.000807390267603558,0.000661081301101065
"325","od550aer","GISS-E2.1","shp_60p_red_1950",-0.00146698922328988,0.000100889562242809
"326","rlut","CAM-ATRAS","shp_60p_red_1950",-0.00454286852551036,0.014481604429809
"327","rlut","E3SM","shp_60p_red_1950",-0.0366909147295189,0.0393931488685219
"328","rlut","GFDL-ESM4","shp_60p_red_1950",0.016781493111057,0.0778395624965894
"329","rlut","GISS-E2.1","shp_60p_red_1950",0.0079231631627465,0.0119516757329055
"330","rlut","NorESM2","shp_60p_red_1950",0.0367438652625651,0.0968407613549284
"331","rlutcs","CAM-ATRAS","shp_60p_red_1950",-0.000316488588407537,0.00431155427976937
"332","rlutcs","E3SM","shp_60p_red_1950",-0.00133762897015686,0.012955010229261
"333","rlutcs","GFDL-ESM4","shp_60p_red_1950",-0.000803360267389053,0.0204454603890683
"334","rlutcs","GISS-E2.1","shp_60p_red_1950",-0.00123282192961369,0.00815519366198122
"335","rlutcs","NorESM2","shp_60p_red_1950",-0.0042389660492745,0.0238323462339766
"336","rsdt","CAM-ATRAS","shp_60p_red_1950",3.30716829921585e-07,3.03076999501325e-07
"337","rsdt","CESM1","shp_60p_red_1950",0,0
"338","rsdt","E3SM","shp_60p_red_1950",0,0
"339","rsdt","GFDL-ESM4","shp_60p_red_1950",0,0
"340","rsdt","GISS-E2.1","shp_60p_red_1950",0,0
"341","rsdt","NorESM2","shp_60p_red_1950",1.05703634289966e-07,2.63832596738399e-07
"342","rsut","CAM-ATRAS","shp_60p_red_1950",0.138651933879765,0.0448953396709302
"343","rsut","E3SM","shp_60p_red_1950",0.101429070511969,0.048614612765043
"344","rsut","GFDL-ESM4","shp_60p_red_1950",0.0497394117722052,0.0461016361678039
"345","rsut","GISS-E2.1","shp_60p_red_1950",0.0561256408220061,0.0443015489675916
"346","rsut","NorESM2","shp_60p_red_1950",0.0379700754966365,0.100402862178695
"347","rsutcs","CAM-ATRAS","shp_60p_red_1950",0.020715846646506,0.00147525925758385
"348","rsutcs","E3SM","shp_60p_red_1950",0.021356038802297,0.00253447146122409
"349","rsutcs","GFDL-ESM4","shp_60p_red_1950",0.0195811167079924,0.0174830412500705
"350","rsutcs","GISS-E2.1","shp_60p_red_1950",0.0470763511541449,0.00338111592318282
"351","rsutcs","NorESM2","shp_60p_red_1950",0.0140061380813748,0.00426126271490589
"352","so2","CAM-ATRAS","shp_60p_red_1950",-2.54851388854472e-11,1.08845224838194e-12
"353","so2","CESM1","shp_60p_red_1950",-3.02278826633271e-11,1.53877538555595e-12
"354","so2","GISS-E2.1","shp_60p_red_1950",-1.53745241133823e-11,2.86628178159792e-13
"355","so2","NorESM2","shp_60p_red_1950",-1.7100602536546e-11,1.33459505591733e-12
"356","srfdms","E3SM","shp_60p_red_1950",2.41385327841084e-13,1.11823051716112e-13
"357","wetbc","CAM-ATRAS","shp_60p_red_1950",-1.40868417009169e-16,6.49821879841669e-16
"358","wetbc","E3SM","shp_60p_red_1950",-5.90203243226765e-17,3.17562963394147e-16
"359","wetbc","GFDL-ESM4","shp_60p_red_1950",3.52971088766577e-16,1.27656215379973e-15
"360","wetbc","GISS-E2.1","shp_60p_red_1950",-1.39751950783987e-16,2.66597535274941e-16
"361","wetbc","NorESM2","shp_60p_red_1950",9.59163622193032e-18,7.40073730606656e-16
"362","wetso2","CAM-ATRAS","shp_60p_red_1950",-4.42426049558136e-14,2.21815358526271e-15
"363","wetso2","GFDL-ESM4","shp_60p_red_1950",-6.27191252205793e-14,3.09748002415786e-15
"364","wetso2","NorESM2","shp_60p_red_1950",-6.56598594341177e-14,4.40121535640126e-15
"365","wetso4","CAM-ATRAS","shp_60p_red_1950",-3.07093742060703e-13,1.49477125689764e-14
"366","wetso4","E3SM","shp_60p_red_1950",-1.57327030419189e-13,8.98180976250068e-15
"367","wetso4","GISS-E2.1","shp_60p_red_1950",-2.2070127554164e-13,1.17035499276633e-14
"368","wetso4","NorESM2","shp_60p_red_1950",-1.11357911532365e-13,1.27235882807444e-14
"369","cl","CAM-ATRAS","shp_atl_shift",-0.00897558618624199,0.00495077877860467
"370","cl","CESM1","shp_atl_shift",-0.000878703638449974,0.00844046709423682
"371","cl","GISS-E2.1","shp_atl_shift",-0.00252481391985029,0.02395847190165
"372","clivi","CAM-ATRAS","shp_atl_shift",4.43614546270839e-06,7.69054494608434e-06
"373","clivi","CESM1","shp_atl_shift",5.90482378749113e-05,4.02062675504206e-05
"374","clivi","E3SM","shp_atl_shift",1.67191341248648e-05,1.09164789347147e-05
"375","clivi","GFDL-ESM4","shp_atl_shift",5.55142078277726e-05,9.58272152631934e-05
"376","clivi","GISS-E2.1","shp_atl_shift",0.000101195762669093,0.000611343111663987
"377","clivi","NorESM2","shp_atl_shift",1.94343923286346e-05,5.53922983807057e-05
"378","clt","CAM-ATRAS","shp_atl_shift",0.0143661205512004,0.0349100370949432
"379","clt","CESM1","shp_atl_shift",-0.0453160832903976,0.0788774120758245
"380","clt","E3SM","shp_atl_shift",0.0190611037056001,0.0645033851745484
"381","clt","GISS-E2.1","shp_atl_shift",-0.0102809329474155,0.029652855800222
"382","clt","NorESM2","shp_atl_shift",-0.0317804118329789,0.101864863798948
"383","cltc","E3SM","shp_atl_shift",0,0
"384","cltc","GFDL-ESM4","shp_atl_shift",0.000547696547460408,0.0021169288170326
"385","cltc","GISS-E2.1","shp_atl_shift",0.00265092153350022,0.00511547865158993
"386","dms","CAM-ATRAS","shp_atl_shift",1.19828610129048e-13,1.05195811257292e-13
"387","dms","CESM1","shp_atl_shift",0,0
"388","dms","GFDL-ESM4","shp_atl_shift",1.36255968331764e-13,1.37524117422856e-13
"389","dms","GISS-E2.1","shp_atl_shift",9.48623009719416e-14,5.30259547787143e-14
"390","dms","NorESM2","shp_atl_shift",-2.05477318717303e-14,4.3208517289671e-14
"391","drybc","CAM-ATRAS","shp_atl_shift",2.86685868095018e-18,3.9772275139434e-17
"392","drybc","CESM1","shp_atl_shift",-1.46309127381754e-16,1.00742575859778e-16
"393","drybc","E3SM","shp_atl_shift",-1.21846760422938e-16,9.43881898087283e-17
"394","drybc","GFDL-ESM4","shp_atl_shift",1.65563093349115e-17,1.59356704467307e-16
"395","drybc","GISS-E2.1","shp_atl_shift",-1.76207736985677e-17,3.16454004156159e-17
"396","drybc","NorESM2","shp_atl_shift",-2.55610607121374e-17,1.15451265782571e-16
"397","dryso2","CAM-ATRAS","shp_atl_shift",2.97064896392862e-13,1.11918552659992e-14
"398","dryso2","E3SM","shp_atl_shift",4.77067437470387e-13,1.99719761638053e-14
"399","dryso2","GFDL-ESM4","shp_atl_shift",4.1882964380711e-13,1.68692524076359e-14
"400","dryso2","GISS-E2.1","shp_atl_shift",6.18990524736115e-13,2.48772264803683e-14
"401","dryso2","NorESM2","shp_atl_shift",7.08894636603702e-13,5.76064943077949e-14
"402","dryso4","CAM-ATRAS","shp_atl_shift",1.0891492130505e-13,6.77598999487061e-15
"403","dryso4","CESM1","shp_atl_shift",9.47849868142663e-14,3.6305950588207e-15
"404","dryso4","E3SM","shp_atl_shift",8.23579277494418e-14,3.9599933170976e-15
"405","dryso4","GISS-E2.1","shp_atl_shift",5.7779501506429e-14,2.90727447814535e-15
"406","dryso4","NorESM2","shp_atl_shift",4.81288943476023e-14,4.2581047153064e-15
"407","emibc","CAM-ATRAS","shp_atl_shift",5.33562317469992e-22,1.39462982647048e-21
"408","emibc","CESM1","shp_atl_shift",-4.99786486817372e-22,3.56409057529671e-21
"409","emibc","E3SM","shp_atl_shift",1.03930761672246e-20,3.44185462793505e-21
"410","emibc","GFDL-ESM4","shp_atl_shift",1.06232495351444e-20,1.50339540805408e-20
"411","emibc","GISS-E2.1","shp_atl_shift",0,0
"412","emibc","NorESM2","shp_atl_shift",1.79887524179726e-23,9.95774525646871e-22
"413","emiso2","CAM-ATRAS","shp_atl_shift",9.24083066942995e-13,3.67541999345928e-14
"414","emiso2","CESM1","shp_atl_shift",9.07356496409754e-13,3.61159553146271e-14
"415","emiso2","E3SM","shp_atl_shift",9.56312567045236e-13,3.80648599365698e-14
"416","emiso2","GFDL-ESM4","shp_atl_shift",9.88278052301328e-13,3.95604502207053e-14
"417","emiso2","GISS-E2.1","shp_atl_shift",8.71951822146837e-13,3.44743942515794e-14
"418","emiso2","NorESM2","shp_atl_shift",9.76152439325775e-13,8.18888236083577e-14
"419","loadbc","CAM-ATRAS","shp_atl_shift",-1.06574956670197e-10,1.90298284299879e-10
"420","loadbc","NorESM2","shp_atl_shift",1.12941724658682e-10,4.36038623962668e-10
"421","loadso2","CAM-ATRAS","shp_atl_shift",4.24857050744385e-08,1.99794085785309e-09
"422","loadso2","CESM1","shp_atl_shift",7.18805897667453e-08,4.16583993003621e-09
"423","loadso2","GFDL-ESM4","shp_atl_shift",4.8374993857205e-08,1.96402714894025e-09
"424","loadso2","GISS-E2.1","shp_atl_shift",3.56437607621244e-08,1.31059786758694e-09
"425","loadso2","NorESM2","shp_atl_shift",2.30925804827132e-08,1.58878693969335e-09
"426","loadso4","CAM-ATRAS","shp_atl_shift",1.3173046371775e-07,7.22225551556771e-09
"427","loadso4","CESM1","shp_atl_shift",1.36603851012546e-07,1.52485249535409e-08
"428","loadso4","GFDL-ESM4","shp_atl_shift",1.20319731342333e-07,6.2759150923409e-09
"429","loadso4","GISS-E2.1","shp_atl_shift",6.25248912830556e-08,4.42414794634449e-09
"430","loadso4","NorESM2","shp_atl_shift",5.15464926101331e-08,8.58008067703651e-09
"431","mmrbc","CAM-ATRAS","shp_atl_shift",1.94188844625776e-14,4.40435504726012e-14
"432","mmrbc","CESM1","shp_atl_shift",1.47179062915009e-14,8.6584698998666e-14
"433","mmrbc","GISS-E2.1","shp_atl_shift",-1.91323891464058e-14,3.06069923508257e-14
"434","mmrbc","NorESM2","shp_atl_shift",-4.06487396854862e-15,1.05680661271964e-13
"435","mmrso4","CAM-ATRAS","shp_atl_shift",7.42376659046189e-11,3.93426968490437e-12
"436","mmrso4","CESM1","shp_atl_shift",6.0668926607345e-11,3.66996730894569e-12
"437","mmrso4","GISS-E2.1","shp_atl_shift",4.9671823538071e-11,2.44894687255511e-12
"438","mmrso4","NorESM2","shp_atl_shift",2.89302529748317e-11,2.18738306004676e-12
"439","od550aer","CAM-ATRAS","shp_atl_shift",0.000758618993331722,8.18523595536359e-05
"440","od550aer","CESM1","shp_atl_shift",0.00140085394439874,0.000282975295372731
"441","od550aer","E3SM","shp_atl_shift",0.00103127775668886,0.000192418697933073
"442","od550aer","GFDL-ESM4","shp_atl_shift",0.0027234171301588,0.000440587029321046
"443","od550aer","GISS-E2.1","shp_atl_shift",0.00244902363930832,0.000219346582427026
"444","rlut","CAM-ATRAS","shp_atl_shift",0.0300288825077416,0.00943398589670322
"445","rlut","CESM1","shp_atl_shift",0.0642171544644611,0.131684432999486
"446","rlut","E3SM","shp_atl_shift",0.0400604464683227,0.0455120041222789
"447","rlut","GFDL-ESM4","shp_atl_shift",0.0146822044649696,0.0797177169466703
"448","rlut","GISS-E2.1","shp_atl_shift",-0.00448884743991584,0.0120466768182049
"449","rlut","NorESM2","shp_atl_shift",-0.0101625970815235,0.109785298753834
"450","rlutcs","CAM-ATRAS","shp_atl_shift",0.00575103135847712,0.00366247798699106
"451","rlutcs","CESM1","shp_atl_shift",-0.0108941729120943,0.036842456144759
"452","rlutcs","E3SM","shp_atl_shift",0.0116992219880331,0.0138350572947087
"453","rlutcs","GFDL-ESM4","shp_atl_shift",0.0126940255232398,0.0232132809182932
"454","rlutcs","GISS-E2.1","shp_atl_shift",0.00119988595910172,0.00501515920010738
"455","rlutcs","NorESM2","shp_atl_shift",-0.012920735303328,0.0201309117744341
"456","rsdt","CAM-ATRAS","shp_atl_shift",-2.31997262289951e-07,2.38350215519906e-07
"457","rsdt","CESM1","shp_atl_shift",0,0
"458","rsdt","E3SM","shp_atl_shift",0,0
"459","rsdt","GFDL-ESM4","shp_atl_shift",0,0
"460","rsdt","GISS-E2.1","shp_atl_shift",0,0
"461","rsdt","NorESM2","shp_atl_shift",-1.95120787793712e-07,2.60471801127341e-07
"462","rsut","CAM-ATRAS","shp_atl_shift",-0.269082774496599,0.0689656728691193
"463","rsut","CESM1","shp_atl_shift",-0.150295772705891,0.142915084158211
"464","rsut","E3SM","shp_atl_shift",-0.0884418445302316,0.0660853245306421
"465","rsut","GFDL-ESM4","shp_atl_shift",-0.1390224588,0.0514731993493814
"466","rsut","GISS-E2.1","shp_atl_shift",-0.136192434071106,0.0266976205008108
"467","rsut","NorESM2","shp_atl_shift",-0.119597269339795,0.0388392882693398
"468","rsutcs","CAM-ATRAS","shp_atl_shift",-0.0274213339742346,0.00290212211458717
"469","rsutcs","CESM1","shp_atl_shift",-0.0424843757179687,0.00938061826519799
"470","rsutcs","E3SM","shp_atl_shift",-0.0314151356414698,0.00554461431899143
"471","rsutcs","GFDL-ESM4","shp_atl_shift",-0.0765017926322002,0.0119216039304768
"472","rsutcs","GISS-E2.1","shp_atl_shift",-0.0728126147258067,0.00952258460923179
"473","rsutcs","NorESM2","shp_atl_shift",-0.0216198523463518,0.00866205725441246
"474","so2","CAM-ATRAS","shp_atl_shift",4.39940948788883e-11,1.8906571313717e-12
"475","so2","CESM1","shp_atl_shift",5.34226542057713e-11,2.55466494148108e-12
"476","so2","GISS-E2.1","shp_atl_shift",2.50356644587143e-11,9.8212922315275e-13
"477","so2","NorESM2","shp_atl_shift",3.10046112462475e-11,2.73621704418661e-12
"478","srfdms","E3SM","shp_atl_shift",-1.09304065813955e-13,2.43330815936402e-14
"479","wetbc","CAM-ATRAS","shp_atl_shift",-3.35616750169349e-16,8.05426775972774e-16
"480","wetbc","CESM1","shp_atl_shift",1.98775391496212e-16,6.96839744571826e-16
"481","wetbc","GFDL-ESM4","shp_atl_shift",3.36170974220627e-16,7.9650538698859e-16
"482","wetbc","GISS-E2.1","shp_atl_shift",-5.02387933173659e-17,9.16669539196716e-17
"483","wetbc","NorESM2","shp_atl_shift",3.35079521999712e-16,9.92529995906808e-16
"484","wetso2","CAM-ATRAS","shp_atl_shift",6.77153606120762e-14,4.21310898390864e-15
"485","wetso2","GFDL-ESM4","shp_atl_shift",9.11921149839089e-14,3.69248601354242e-15
"486","wetso2","NorESM2","shp_atl_shift",1.14522251149768e-13,9.52383948978438e-15
"487","wetso4","CAM-ATRAS","shp_atl_shift",5.21209691144884e-13,1.94118993984797e-14
"488","wetso4","GISS-E2.1","shp_atl_shift",4.0170248985668e-13,1.767089813651e-14
"489","wetso4","NorESM2","shp_atl_shift",1.81288369168795e-13,1.17501765485705e-14
"490","cl","CAM-ATRAS","shp_ind_shift",-0.00521288523591776,0.0119861269459119
"491","cl","CESM1","shp_ind_shift",-0.000878703638449974,0.00844046709423682
"492","cl","GISS-E2.1","shp_ind_shift",-0.00991677022842765,0.0196160256009103
"493","clivi","CAM-ATRAS","shp_ind_shift",3.07349006790202e-06,6.34639268168501e-06
"494","clivi","CESM1","shp_ind_shift",-3.18887413814049e-05,2.97641853758073e-05
"495","clivi","E3SM","shp_ind_shift",1.54645652595386e-05,4.45233845016282e-06
"496","clivi","GFDL-ESM4","shp_ind_shift",4.58324845166822e-05,7.63209603660076e-05
"497","clivi","GISS-E2.1","shp_ind_shift",0.000168547766926266,0.000506719345088943
"498","clivi","NorESM2","shp_ind_shift",-2.67744393717684e-06,3.89585633889565e-05
"499","clt","CAM-ATRAS","shp_ind_shift",-0.00248183145241114,0.0425706286646147
"500","clt","CESM1","shp_ind_shift",-0.0663237801286428,0.0868600302298501
"501","clt","E3SM","shp_ind_shift",0.0242626820029614,0.042487188640305
"502","clt","GISS-E2.1","shp_ind_shift",-0.00713149751336317,0.0243386501381823
"503","clt","NorESM2","shp_ind_shift",-0.0312247941938494,0.0981485401632089
"504","cltc","E3SM","shp_ind_shift",0,0
"505","cltc","GFDL-ESM4","shp_ind_shift",0.000598322537634921,0.00270293286299879
"506","cltc","GISS-E2.1","shp_ind_shift",-0.00426914118118429,0.0166565584127829
"507","dms","CAM-ATRAS","shp_ind_shift",-1.49460123386287e-13,1.30606117211362e-13
"508","dms","GFDL-ESM4","shp_ind_shift",-1.23042775175123e-13,2.50189444859484e-13
"509","dms","GISS-E2.1","shp_ind_shift",-4.9266566562103e-14,4.47377306237972e-14
"510","dms","NorESM2","shp_ind_shift",-2.46189669866552e-14,4.34757863187004e-14
"511","drybc","CAM-ATRAS","shp_ind_shift",1.3136274603128e-17,2.8722070011975e-17
"512","drybc","CESM1","shp_ind_shift",2.35385617469576e-17,6.28550905350827e-17
"513","drybc","E3SM","shp_ind_shift",2.18745750263838e-17,9.94665000405298e-17
"514","drybc","GFDL-ESM4","shp_ind_shift",2.25337334381896e-17,1.29365017778278e-16
"515","drybc","GISS-E2.1","shp_ind_shift",-1.98717802273155e-17,4.92406971353404e-17
"516","drybc","NorESM2","shp_ind_shift",-5.8611693490066e-17,1.34383369707858e-16
"517","dryso2","CAM-ATRAS","shp_ind_shift",-1.7964631889708e-13,5.8079085162879e-15
"518","dryso2","E3SM","shp_ind_shift",-2.38941834806816e-13,1.05173760447469e-14
"519","dryso2","GFDL-ESM4","shp_ind_shift",-2.68224894714082e-13,1.74836463560368e-14
"520","dryso2","GISS-E2.1","shp_ind_shift",-3.1921135327675e-13,1.27336913537918e-14
"521","dryso2","NorESM2","shp_ind_shift",-3.53168476976193e-13,2.98971093467265e-14
"522","dryso4","CAM-ATRAS","shp_ind_shift",-5.46767191274417e-14,3.61924873669377e-15
"523","dryso4","CESM1","shp_ind_shift",-4.6612784407645e-14,3.07727371031926e-15
"524","dryso4","E3SM","shp_ind_shift",-4.04115155097623e-14,1.41596328251737e-15
"525","dryso4","GISS-E2.1","shp_ind_shift",-2.97874367108565e-14,2.90867917547037e-15
"526","dryso4","NorESM2","shp_ind_shift",-2.45057363552427e-14,2.95606759299048e-15
"527","emibc","CAM-ATRAS","shp_ind_shift",1.41594687595844e-21,1.61931751539126e-21
"528","emibc","CESM1","shp_ind_shift",-4.05842348978003e-21,7.10804973223139e-21
"529","emibc","E3SM","shp_ind_shift",-3.05972465228327e-21,6.08220281988902e-21
"530","emibc","GFDL-ESM4","shp_ind_shift",-1.46030785428312e-21,2.12183280433515e-20
"531","emibc","GISS-E2.1","shp_ind_shift",0,0
"532","emibc","NorESM2","shp_ind_shift",-5.14497937430532e-22,5.32289328837846e-22
"533","emiso2","CAM-ATRAS","shp_ind_shift",-4.62090440274676e-13,1.83638038201011e-14
"534","emiso2","CESM1","shp_ind_shift",-4.53413504887838e-13,1.80474522916838e-14
"535","emiso2","E3SM","shp_ind_shift",-4.79440280626564e-13,1.90844992767579e-14
"536","emiso2","GFDL-ESM4","shp_ind_shift",-5.76945575663939e-13,3.67546807622476e-14
"537","emiso2","GISS-E2.1","shp_ind_shift",-4.36407850245055e-13,1.77947138148073e-14
"538","emiso2","NorESM2","shp_ind_shift",-4.88173516834676e-13,4.09525587897287e-14
"539","loadbc","CAM-ATRAS","shp_ind_shift",-1.6042374811166e-10,2.67382339133935e-10
"540","loadbc","NorESM2","shp_ind_shift",-1.79470717085353e-10,6.20454806599219e-10
"541","loadso2","CAM-ATRAS","shp_ind_shift",-2.87027258770871e-08,1.78350421423555e-09
"542","loadso2","CESM1","shp_ind_shift",-3.49155686848106e-08,1.46791825398755e-09
"543","loadso2","GFDL-ESM4","shp_ind_shift",-2.88993236715986e-08,1.30287625644065e-09
"544","loadso2","GISS-E2.1","shp_ind_shift",-2.42431158155853e-08,8.68744302792014e-10
"545","loadso2","NorESM2","shp_ind_shift",-1.14808706387143e-08,1.97403192186332e-09
"546","loadso4","CAM-ATRAS","shp_ind_shift",-5.26278252626971e-08,9.21455702321866e-09
"547","loadso4","CESM1","shp_ind_shift",-6.49572456626112e-08,1.2969225443674e-08
"548","loadso4","GFDL-ESM4","shp_ind_shift",-2.63482015878679e-08,2.31461903403033e-09
"549","loadso4","GISS-E2.1","shp_ind_shift",-3.26627265814973e-08,4.35637904671275e-09
"550","loadso4","NorESM2","shp_ind_shift",-2.2737874570751e-08,9.9540285874326e-09
"551","mmrbc","CAM-ATRAS","shp_ind_shift",-4.01711836778007e-14,9.74052813188797e-14
"552","mmrbc","CESM1","shp_ind_shift",-6.11104434658185e-14,4.96749217632465e-14
"553","mmrbc","GISS-E2.1","shp_ind_shift",-1.12131630361499e-14,3.88263690059766e-14
"554","mmrbc","NorESM2","shp_ind_shift",-5.34500331786121e-14,1.22613978460058e-13
"555","mmrso4","CAM-ATRAS","shp_ind_shift",-3.59151960566229e-11,3.91922370366887e-12
"556","mmrso4","CESM1","shp_ind_shift",-2.93899382675971e-11,2.04460189695392e-12
"557","mmrso4","GFDL-ESM4","shp_ind_shift",-2.46901856171474e-11,1.6841720724975e-12
"558","mmrso4","GISS-E2.1","shp_ind_shift",-2.56965074243974e-11,2.25098141833765e-12
"559","mmrso4","NorESM2","shp_ind_shift",-1.40669602296643e-11,2.09988346673744e-12
"560","od550aer","CAM-ATRAS","shp_ind_shift",-0.000384952132583316,0.000195669347130519
"561","od550aer","CESM1","shp_ind_shift",-0.000932783735661191,0.000393330120012349
"562","od550aer","E3SM","shp_ind_shift",-0.000447761019696963,0.000148202318032353
"563","od550aer","GFDL-ESM4","shp_ind_shift",0.000389530118454118,0.000789606835539517
"564","od550aer","GISS-E2.1","shp_ind_shift",-0.00145435377964843,0.000179605626776801
"565","rlut","CAM-ATRAS","shp_ind_shift",7.72736627027371e-05,0.0214847424473522
"566","rlut","CESM1","shp_ind_shift",-0.113601203646704,0.0796246019360971
"567","rlut","E3SM","shp_ind_shift",0.0353847656891503,0.0352855633517504
"568","rlut","GFDL-ESM4","shp_ind_shift",0.0414890569927877,0.0520337431480142
"569","rlut","GISS-E2.1","shp_ind_shift",-0.0126454553103031,0.00879415735775384
"570","rlut","NorESM2","shp_ind_shift",-0.0224067137275313,0.0849200447955433
"571","rlutcs","CAM-ATRAS","shp_ind_shift",0.00105742208318134,0.00792850171463814
"572","rlutcs","CESM1","shp_ind_shift",-0.0309137400982877,0.0236803090479725
"573","rlutcs","E3SM","shp_ind_shift",0.0169250809289679,0.0131370092150248
"574","rlutcs","GFDL-ESM4","shp_ind_shift",0.0180744410270336,0.0210910889036964
"575","rlutcs","GISS-E2.1","shp_ind_shift",-0.0010324636402629,0.00591464577521765
"576","rlutcs","NorESM2","shp_ind_shift",-0.00865812662083272,0.0262895277312537
"577","rsdt","CAM-ATRAS","shp_ind_shift",-6.2863068706065e-08,2.58198360514596e-07
"578","rsdt","CESM1","shp_ind_shift",0,0
"579","rsdt","E3SM","shp_ind_shift",0,0
"580","rsdt","GFDL-ESM4","shp_ind_shift",0,0
"581","rsdt","GISS-E2.1","shp_ind_shift",0,0
"582","rsdt","NorESM2","shp_ind_shift",-2.50587993377849e-07,1.9339880261992e-07
"583","rsut","CAM-ATRAS","shp_ind_shift",0.0995620416798857,0.0685600824270901
"584","rsut","CESM1","shp_ind_shift",0.202857981638192,0.0905711217522413
"585","rsut","E3SM","shp_ind_shift",0.0253082757678328,0.0605657351032355
"586","rsut","GFDL-ESM4","shp_ind_shift",0.0881309375611181,0.0711481760223047
"587","rsut","GISS-E2.1","shp_ind_shift",0.0325995520363676,0.0464089067695116
"588","rsut","NorESM2","shp_ind_shift",0.0547147076412813,0.0711344095192878
"589","rsutcs","CAM-ATRAS","shp_ind_shift",0.0125322719214424,0.00655199762697309
"590","rsutcs","CESM1","shp_ind_shift",0.0273188753867572,0.0103053498699198
"591","rsutcs","E3SM","shp_ind_shift",0.0155326054228624,0.00328062729101522
"592","rsutcs","GFDL-ESM4","shp_ind_shift",-0.0114702259269919,0.0199049644034748
"593","rsutcs","GISS-E2.1","shp_ind_shift",0.0450339194930962,0.00731401580505926
"594","rsutcs","NorESM2","shp_ind_shift",0.00995177414842061,0.00873640983154788
"595","so2","CAM-ATRAS","shp_ind_shift",-2.48744826442348e-11,8.73167396600739e-13
"596","so2","CESM1","shp_ind_shift",-2.65869782838863e-11,9.35965749825966e-13
"597","so2","GFDL-ESM4","shp_ind_shift",-2.00694335047186e-11,1.26329066945464e-12
"598","so2","GISS-E2.1","shp_ind_shift",-1.30765261406503e-11,6.02290327569058e-13
"599","so2","NorESM2","shp_ind_shift",-1.54962373571007e-11,1.40219513711389e-12
"600","wetbc","CAM-ATRAS","shp_ind_shift",5.77080354959896e-17,4.52238377686415e-16
"601","wetbc","CESM1","shp_ind_shift",-8.72015234289606e-16,1.09767927803936e-15
"602","wetbc","E3SM","shp_ind_shift",3.15054157372987e-16,3.77111318180772e-16
"603","wetbc","GFDL-ESM4","shp_ind_shift",-2.40920410528287e-16,6.02748665395116e-16
"604","wetbc","GISS-E2.1","shp_ind_shift",9.17042596025864e-17,1.98097581927663e-16
"605","wetbc","NorESM2","shp_ind_shift",-4.96937105492632e-16,7.70333339126061e-16
"606","wetso2","CAM-ATRAS","shp_ind_shift",-4.82352563749486e-14,3.48662817399364e-15
"607","wetso2","GFDL-ESM4","shp_ind_shift",-7.17648662144246e-14,5.68235916334442e-15
"608","wetso2","NorESM2","shp_ind_shift",-5.76656190650505e-14,5.01172162969157e-15
"609","wetso4","CAM-ATRAS","shp_ind_shift",-2.51733648081118e-13,2.30086487056746e-14
"610","wetso4","CESM1","shp_ind_shift",-2.2036071977765e-13,1.59730182897506e-14
"611","wetso4","E3SM","shp_ind_shift",-1.1660581381147e-13,6.02367629490491e-15
"612","wetso4","GISS-E2.1","shp_ind_shift",-2.0292865910739e-13,1.01275794311028e-14
"613","wetso4","NorESM2","shp_ind_shift",-8.55946533532104e-14,1.71487996390372e-14
"614","cl","CAM-ATRAS","shp_atl_shift_1950",0.00413050075455548,0.00966342225393188
"615","cl","CESM1","shp_atl_shift_1950",0.0245672827049495,0.00862626827154575
"616","cl","GISS-E2.1","shp_atl_shift_1950",0.00388115111783947,0.0320876395670636
"617","clivi","CAM-ATRAS","shp_atl_shift_1950",1.62734033447437e-06,6.78076278829347e-06
"618","clivi","CESM1","shp_atl_shift_1950",6.01494636754478e-05,1.47903599740676e-05
"619","clivi","E3SM","shp_atl_shift_1950",-1.6633447836898e-06,1.45624824561286e-05
"620","clivi","GFDL-ESM4","shp_atl_shift_1950",3.15631963576979e-05,2.91229288902627e-05
"621","clivi","GISS-E2.1","shp_atl_shift_1950",-5.91827944679935e-05,0.000593222362044195
"622","clivi","NorESM2","shp_atl_shift_1950",1.67012419704373e-05,7.13092898735293e-05
"623","clt","CAM-ATRAS","shp_atl_shift_1950",0.0264221080900398,0.051160398836491
