variable,year,value,unit
loadbc,2000,2.267584143674175,kg m-2
loadbc,2001,2.4543039908103874,kg m-2
loadbc,2002,2.2086063138893475,kg m-2
loadbc,2003,2.1374897580414784,kg m-2
loadbc,2004,2.162687866167958,kg m-2
