variable,year,value,unit
dryso2,2001,-3.440812436308363e-13,kg m-2 s-1
dryso2,2002,-3.407125279967234e-13,kg m-2 s-1
dryso2,2003,-3.669903640656534e-13,kg m-2 s-1
dryso2,2004,-3.759835040310161e-13,kg m-2 s-1
