variable,year,value,unit
emibc,2000,-3.092482415149888e-19,kg m-2 s-1
emibc,2001,-2.476755979853385e-19,kg m-2 s-1
emibc,2002,7.11399642997556e-19,kg m-2 s-1
emibc,2003,-2.8012421017594866e-19,kg m-2 s-1
emibc,2004,-4.733274031093211e-19,kg m-2 s-1
