variable,year,value,unit
rsut,2000,0.22256079039073062,W m-2
rsut,2001,-0.20833088854663095,W m-2
rsut,2002,-0.37774504768376616,W m-2
rsut,2003,-0.4354280221455553,W m-2
rsut,2004,0.45528065480997404,W m-2
