variable,year,value,unit
emiso2,2000,-70.95642111161331,kg m-2 s-1
emiso2,2001,-69.60498474470094,kg m-2 s-1
emiso2,2002,-69.36492028273555,kg m-2 s-1
emiso2,2003,-68.98886688464043,kg m-2 s-1
emiso2,2004,-68.52229159189868,kg m-2 s-1
