variable,year,value,unit
mmrbc,2000,0.031487587957149656,kg kg-1
mmrbc,2001,-0.15310699418835746,kg kg-1
mmrbc,2002,-0.21945606030014897,kg kg-1
mmrbc,2003,0.020752367204577037,kg kg-1
mmrbc,2004,-0.11468886864667922,kg kg-1
