variable,year,value,unit
clivi,2000,-0.001051838685891704,kg m-2
clivi,2001,-7.71887725756204e-06,kg m-2
clivi,2002,-0.0005598850657282661,kg m-2
clivi,2003,-9.72888790376214e-05,kg m-2
clivi,2004,-0.0011475778576410522,kg m-2
