variable,year,value,unit
mmrbc,2000,8.954740585946358e-11,kg kg-1
mmrbc,2001,8.717195931617196e-11,kg kg-1
mmrbc,2002,9.896431168905792e-11,kg kg-1
mmrbc,2003,1.0354844136895938e-10,kg kg-1
mmrbc,2004,1.2531996360224216e-10,kg kg-1
