variable,year,value,unit
rlutcs,2000,-0.03981727781297195,W m-2
rlutcs,2001,-0.061094549490917416,W m-2
rlutcs,2002,-0.03986545385731688,W m-2
rlutcs,2003,-0.021188854548256586,W m-2
rlutcs,2004,-0.04045022085688288,W m-2
