variable,year,value,unit
so2,2001,-4.546072122987879e-10,mol mol-1
so2,2002,-4.489081244706285e-10,mol mol-1
so2,2003,-4.719808920373512e-10,mol mol-1
so2,2004,-4.98195134643923e-10,mol mol-1
