variable,year,value,unit
rsut,2000,-0.6388466772651462,W m-2
rsut,2001,-0.6944986223297568,W m-2
rsut,2002,-0.5157419770361901,W m-2
rsut,2003,-0.6249371698319174,W m-2
rsut,2004,-0.5688130449488253,W m-2
