variable,year,value,unit
so2,2000,-5.0229787960747245,mol mol-1
so2,2001,-4.669531121341803,mol mol-1
so2,2002,-4.7831950670605945,mol mol-1
so2,2003,-4.906572059454876,mol mol-1
so2,2004,-5.506665510080721,mol mol-1
