variable,year,value,unit
cltc,2000,-0.11814538704124318,%
cltc,2001,-0.376385809038034,%
cltc,2002,-0.4577021243829698,%
cltc,2003,-0.17973606800073613,%
cltc,2004,-0.07448153726372439,%
