variable,year,value,unit
rlut,2000,0.003500679732432166,W m-2
rlut,2001,0.00043521035818636913,W m-2
rlut,2002,0.0031984759341592856,W m-2
rlut,2003,0.002764289275172991,W m-2
rlut,2004,0.0002583560832167184,W m-2
