variable,year,value,unit
drybc,2000,-1.0325831239742672e-16,kg m-2 s-1
drybc,2001,1.0556733456429905e-16,kg m-2 s-1
drybc,2002,4.8678712679871004e-17,kg m-2 s-1
drybc,2003,-6.28211200119894e-17,kg m-2 s-1
drybc,2004,-9.923978071376337e-17,kg m-2 s-1
