variable,year,value,unit
loadso4,2000,-1.7353614e-08,kg m-2
loadso4,2001,-1.529611e-08,kg m-2
loadso4,2002,-1.7338152e-08,kg m-2
loadso4,2003,-1.663011e-08,kg m-2
loadso4,2004,-2.6947191e-08,kg m-2
