variable,year,value,unit
clivi,2000,2.9902993178421503e-05,kg m-2
clivi,2001,-1.2159943562767284e-06,kg m-2
clivi,2002,1.611273914971928e-05,kg m-2
clivi,2003,4.514686671584778e-06,kg m-2
clivi,2004,7.516011302445905e-06,kg m-2
