variable,year,value,unit
od550aer,2001,-0.19568417834667653,1
od550aer,2002,-0.047586454673918255,1
od550aer,2003,-0.08867073140978826,1
od550aer,2004,-0.04828760894935419,1
od550aer,2005,0.09455392273286549,1
