variable,year,value,unit
dryso4,2000,-2.3865261048400483e-14,kg m-2 s-1
dryso4,2001,-2.4326226335765827e-14,kg m-2 s-1
dryso4,2002,-2.2902775501807644e-14,kg m-2 s-1
dryso4,2003,-2.3542006090132873e-14,kg m-2 s-1
dryso4,2004,-2.5162563612200607e-14,kg m-2 s-1
