variable,year,value,unit
drybc,2001,-3.8563580932984733e-17,kg m-2 s-1
drybc,2002,-3.2333791798481757e-19,kg m-2 s-1
drybc,2003,2.921026712021858e-17,kg m-2 s-1
drybc,2004,1.5147783724744682e-19,kg m-2 s-1
