variable,year,value,unit
emiso2,2000,-3.2675882470188697,kg m-2 s-1
emiso2,2001,-3.3898117271933295,kg m-2 s-1
emiso2,2002,-3.207895373728779,kg m-2 s-1
emiso2,2003,-3.2776303369652338,kg m-2 s-1
emiso2,2004,-3.440706484069057,kg m-2 s-1
